customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,owns_car,tenure,age,address,postcode,state,country,property_valuation
3960,Hobart,Burgan,Male,6,2000-03-16,Tax Accountant,Property,Mass Customer,No,1,23,95228 Forster Road,3085,VIC,Australia,9
3961,Gertie,Caser,Female,11,1992-07-05,Recruiter,Health,High Net Worth,Yes,5,30,388 Shoshone Trail,2234,NSW,Australia,10
3962,Benoit,Benoit,Male,17,1977-10-06,Project Manager,Argiculture,High Net Worth,Yes,14,45,67 Lakewood Gardens Circle,2506,NSW,Australia,7
3963,Ardelle,Dasent,Female,10,1954-08-22,Software Test Engineer II,Property,Mass Customer,No,13,68,98 Transport Plaza,2470,NSW,Australia,2
3964,Aubrey,Souten,Female,28,1956-07-21,Sales Associate,Manufacturing,High Net Worth,No,5,66,35 Larry Plaza,2093,NSW,Australia,9
3965,Susannah,Dumphy,Female,39,1984-07-24,Speech Pathologist,Manufacturing,Mass Customer,Yes,13,38,9 Hooker Street,2770,NSW,Australia,7
3966,Astrix,Sigward,Female,53,1968-09-15,Geologist I,Entertainment,Mass Customer,Yes,11,54,4 Debra Hill,3106,VIC,Australia,10
3967,Lillis,Dobrowolski,Female,90,1978-04-18,Senior Editor,Manufacturing,Affluent Customer,No,7,45,41 Superior Crossing,2747,NSW,Australia,8
3968,Alexandra,Kroch,Female,99,1977-12-22,Tax Accountant,Property,High Net Worth,No,22,45,721 Morrow Plaza,2069,NSW,Australia,12
3969,Randee,Penchen,Female,93,1977-07-16,Accountant II,Manufacturing,Affluent Customer,Yes,10,45,8578 Mifflin Pass,2170,NSW,Australia,5
3970,Modesty,Storks,Female,73,1969-11-27,Sales Representative,Retail,High Net Worth,Yes,12,53,02 Fair Oaks Lane,3977,VIC,Australia,7
3971,Analise,Asbrey,Female,2,1979-01-14,Desktop Support Technician,Financial Services,High Net Worth,No,16,44,910 Becker Pass,2526,NSW,Australia,8
3972,Maribelle,Schaffel,Female,6,1979-03-28,Sales Representative,Retail,Mass Customer,No,8,44,08 Dennis Crossing,3184,VIC,Australia,11
3973,Carolan,Jorez,Female,24,1963-07-13,Editor,Manufacturing,High Net Worth,No,17,59,4 Express Plaza,2191,NSW,Australia,10
3974,Misha,Ranklin,Female,82,1961-02-11,Technical Writer,Manufacturing,Affluent Customer,Yes,9,62,81609 Vernon Terrace,3934,VIC,Australia,8
3975,Dianemarie,Kidgell,Female,2,1971-08-11,Administrative Assistant I,Entertainment,Affluent Customer,No,18,51,37 Hintze Court,2168,NSW,Australia,9
3976,Gretel,Chrystal,Female,0,1957-11-20,Internal Auditor,Financial Services,Affluent Customer,Yes,13,65,07 Morning Court,3805,VIC,Australia,7
3977,Katrinka,Van der Beken,Female,31,1965-08-21,Biostatistician II,Manufacturing,Mass Customer,Yes,16,57,327 Loeprich Street,3187,VIC,Australia,11
3978,Kathlin,Robker,Female,4,1972-03-02,Developer II,Financial Services,Mass Customer,No,5,51,5106 Northridge Drive,2560,NSW,Australia,7
3979,Kleon,Adam,Male,67,1974-07-13,Developer II,Financial Services,Mass Customer,Yes,18,48,9754 High Crossing Terrace,2148,NSW,Australia,8
3980,Nils,McGebenay,Male,41,1964-01-16,Web Designer I,Manufacturing,Mass Customer,No,12,59,7 Meadow Vale Court,2114,NSW,Australia,10
3981,Konstance,Draye,Female,34,1994-09-10,Quality Control Specialist,Health,Mass Customer,No,1,28,80260 Morning Road,3178,VIC,Australia,9
3982,Maurita,O'Kinedy,Female,89,1962-06-02,General Manager,Manufacturing,Mass Customer,Yes,12,60,38017 Briar Crest Drive,2165,NSW,Australia,9
3983,Jarred,Lyste,Male,19,1965-04-21,Graphic Designer,Retail,Mass Customer,Yes,9,58,60 Morningstar Center,2126,NSW,Australia,10
3984,Thadeus,Buxsey,Male,74,1960-02-16,Librarian,Entertainment,Affluent Customer,No,10,63,218 Stuart Junction,2223,NSW,Australia,10
3985,Caryn,Padbury,Female,44,1998-06-21,Web Developer IV,Property,Mass Customer,No,4,24,9 Butterfield Lane,4077,QLD,Australia,5
3986,Oralle,Petrello,Female,1,1976-12-01,Social Worker,Health,Mass Customer,No,21,46,614 Burning Wood Way,2148,NSW,Australia,9
3987,Beckie,Wakeham,Female,18,1964-05-29,Project Manager,Argiculture,Mass Customer,No,7,58,9 Grover Point,4218,QLD,Australia,10
3988,Ammamaria,Ashburne,Female,97,1994-07-14,Automation Specialist IV,Health,Mass Customer,Yes,1,28,565 Bunting Park,2076,NSW,Australia,11
3989,Nicolas,Burdass,Male,75,1999-06-23,Environmental Specialist,Argiculture,Affluent Customer,Yes,1,23,9461 Saint Paul Trail,2428,NSW,Australia,2
3990,Reynard,Hagger,Male,99,1998-03-05,Desktop Support Technician,Health,High Net Worth,No,1,25,5204 Delaware Pass,2560,NSW,Australia,8
3991,Rolph,Sweetnam,Male,61,1985-08-06,Chief Design Engineer,Manufacturing,Mass Customer,Yes,13,37,24 Scott Pass,4300,QLD,Australia,5
3992,Germain,Tireman,Male,99,1980-04-02,Database Administrator IV,Manufacturing,Affluent Customer,Yes,18,43,8 Randy Parkway,2209,NSW,Australia,11
3993,Andi,Dumelow,Female,6,1974-12-05,Librarian,Entertainment,Mass Customer,No,10,48,681 Elmside Place,3750,VIC,Australia,6
3994,Stephie,Byars,Female,5,1989-04-07,Structural Analysis Engineer,Manufacturing,Affluent Customer,No,12,34,2918 Summer Ridge Hill,3030,VIC,Australia,2
3995,Rusty,Iapico,Male,93,1975-12-12,Staff Scientist,Manufacturing,Mass Customer,Yes,14,47,613 Erie Lane,2088,NSW,Australia,12
3996,Rosalia,Halgarth,Female,8,1975-08-09,VP Product Management,Health,Mass Customer,No,19,47,0 Transport Center,3977,VIC,Australia,6
3997,Blanch,Nisuis,Female,87,2001-07-13,Statistician II,Manufacturing,High Net Worth,Yes,1,21,4 Dovetail Crossing,2350,NSW,Australia,2
3999,Patrizius,Patrizius,Male,11,1973-10-24,Statistician II,Manufacturing,Affluent Customer,Yes,10,49,1482 Hauk Trail,3064,VIC,Australia,3
4000,Kippy,Oldland,Male,76,1991-11-05,Software Engineer IV,Manufacturing,Affluent Customer,No,11,31,57042 Village Green Point,4511,QLD,Australia,6
4001,Chickie,Brister,Male,86,1957-07-12,General Manager,Manufacturing,Mass Customer,Yes,14,65,45 Shopko Center,4500,QLD,Australia,6
4002,Morly,Genery,Male,69,1970-03-22,Structural Engineer,Property,Mass Customer,No,16,53,14 Mccormick Park,2113,NSW,Australia,11
4003,Ardelis,Forrester,Female,10,1974-08-28,Senior Cost Accountant,Financial Services,Affluent Customer,No,10,48,5 Colorado Crossing,3505,VIC,Australia,5
4004,Lucine,Stutt,Female,64,1979-01-28,Account Representative III,Manufacturing,Affluent Customer,Yes,5,44,207 Annamark Plaza,4814,QLD,Australia,1
4005,Melinda,Hadlee,Female,34,1965-09-21,Financial Analyst,Financial Services,Affluent Customer,No,19,57,115 Montana Place,2093,NSW,Australia,9
4006,Druci,Brandli,Female,39,1951-04-29,Assistant Media Planner,Entertainment,High Net Worth,Yes,22,72,89105 Pearson Terrace,4075,QLD,Australia,7
4007,Rutledge,Hallt,Male,23,1976-10-06,Compensation Analyst,Financial Services,Mass Customer,No,8,46,7 Nevada Crossing,2620,NSW,Australia,7
4008,Nancie,Vian,Female,74,1972-12-27,Human Resources Assistant II,Retail,Mass Customer,Yes,10,50,85 Carioca Point,4814,QLD,Australia,5
4009,Duff,Karlowicz,Male,50,1972-04-28,Speech Pathologist,Manufacturing,Mass Customer,Yes,5,51,717 West Drive,2200,NSW,Australia,10
4010,Barthel,Docket,Male,72,1985-08-02,Accounting Assistant IV,IT,Mass Customer,Yes,17,37,80 Scofield Junction,4151,QLD,Australia,5
4011,Rockwell,Matson,Male,94,1995-01-01,Programmer Analyst I,Retail,High Net Worth,No,3,28,3682 Crowley Point,4573,QLD,Australia,6
4012,Wheeler,Winward,Male,48,1999-08-30,Environmental Specialist,Manufacturing,Mass Customer,No,10,23,3 Golden Leaf Point,3216,VIC,Australia,8
4013,Olag,Olag,Male,60,1990-05-13,Human Resources Manager,Telecommunications,Mass Customer,No,9,33,0484 North Avenue,2032,NSW,Australia,11
4014,Melba,Spellacy,Female,38,1976-12-09,VP Marketing,Health,Mass Customer,No,4,46,0591 Anzinger Circle,2232,NSW,Australia,10
4015,Mandie,Feares,Female,32,1964-04-19,Clinical Specialist,Health,Mass Customer,No,10,59,39 Kedzie Pass,4053,QLD,Australia,8
4016,Dukie,Swire,Male,88,1954-03-31,Environmental Specialist,Manufacturing,Affluent Customer,Yes,5,69,64 Granby Parkway,2500,NSW,Australia,8
4017,Marcelia,Monkleigh,Female,61,1993-08-22,Associate Professor,Manufacturing,Mass Customer,Yes,4,29,610 Swallow Street,4051,QLD,Australia,6
4018,Winnifred,Beswetherick,Female,83,1976-06-08,Actuary,Financial Services,Mass Customer,No,14,46,61 4th Street,3040,VIC,Australia,10
4019,Odilia,Quick,Female,65,1938-11-09,General Manager,Manufacturing,Affluent Customer,Yes,11,84,1550 Russell Way,2222,NSW,Australia,11
4020,Karly,Willavize,Female,2,1954-08-12,Internal Auditor,Manufacturing,High Net Worth,No,12,68,193 North Point,2190,NSW,Australia,10
4021,Teddie,Burchill,Male,11,1968-12-21,Programmer I,Manufacturing,Mass Customer,Yes,13,54,321 Raven Plaza,2161,NSW,Australia,9
4022,Gaston,Dallaghan,Male,44,1993-09-29,Financial Analyst,Financial Services,Mass Customer,Yes,8,29,656 Fuller Street,2783,NSW,Australia,7
4023,Otis,Ottey,Male,26,1998-02-05,Quality Engineer,Financial Services,Mass Customer,No,3,25,1562 Merchant Street,4744,QLD,Australia,4
4024,Tabbatha,Averill,Female,5,1977-12-17,Quality Control Specialist,Manufacturing,Affluent Customer,Yes,13,45,663 8th Parkway,2257,NSW,Australia,8
4025,Brena,Schnitter,Female,78,1982-10-11,Account Executive,Manufacturing,Mass Customer,No,4,40,67 Shelley Street,4703,QLD,Australia,5
4026,Rourke,Gillbard,Male,11,1945-08-03,Structural Engineer,Property,Mass Customer,No,17,77,75 Cordelia Trail,4817,QLD,Australia,4
4027,Dyane,Burwell,Female,19,1952-06-27,Engineer II,Retail,Mass Customer,Yes,7,70,51 Hooker Court,2640,NSW,Australia,2
4028,Claudine,Barstowk,Female,71,1966-07-20,Nurse,Property,High Net Worth,Yes,5,56,1859 Forest Circle,4000,QLD,Australia,11
4029,Blinnie,Roze,Female,84,1960-12-10,Librarian,Entertainment,High Net Worth,No,11,62,44557 Rutledge Court,4171,QLD,Australia,7
4030,Rhona,De Freyne,Female,45,1960-11-22,Clinical Specialist,Health,High Net Worth,No,8,62,11184 East Drive,3056,VIC,Australia,10
4031,Sharron,Claibourn,Female,62,1980-01-26,Financial Analyst,Financial Services,High Net Worth,Yes,17,43,555 Hermina Avenue,2280,NSW,Australia,8
4032,Brien,Heaton,Male,70,1951-11-28,Clinical Specialist,Health,Mass Customer,Yes,12,71,8 Novick Trail,2470,NSW,Australia,2
4033,Sybilla,MacCart,Female,88,1987-01-15,Paralegal,Financial Services,Mass Customer,Yes,7,36,74 Welch Pass,2620,NSW,Australia,7
4034,Mikel,McNess,Male,71,1981-09-22,Nurse,Property,Mass Customer,No,9,41,3 Pleasure Drive,4122,QLD,Australia,9
4035,Maisie,Maddox,Female,27,1977-05-09,Assistant Manager,Financial Services,Affluent Customer,No,20,46,8 Dennis Point,3226,VIC,Australia,9
4036,Arleen,Casbolt,Female,48,1975-05-10,Senior Quality Engineer,Financial Services,Affluent Customer,Yes,13,48,41042 Lotheville Crossing,4817,QLD,Australia,1
4037,Farlie,Petford,Male,76,1968-03-25,Recruiting Manager,Argiculture,High Net Worth,No,13,55,2330 Butternut Trail,2017,NSW,Australia,10
4038,Mitchell,MacCague,Male,58,1979-04-11,Account Executive,Manufacturing,Mass Customer,No,15,44,240 Acker Avenue,3190,VIC,Australia,8
4039,Garik,Whitwell,Male,44,1955-06-13,Nurse,Property,Mass Customer,Yes,13,67,04 Dexter Way,3280,VIC,Australia,2
4040,Antonin,Britt,Male,64,1993-08-28,Account Executive,Manufacturing,Affluent Customer,Yes,8,29,011 Northland Trail,2160,NSW,Australia,9
4041,Vinny,Incogna,Female,73,1953-02-13,Clinical Specialist,Health,High Net Worth,No,10,70,8 Grayhawk Circle,2756,NSW,Australia,8
4042,Colene,Fishleigh,Female,24,1985-03-14,Design Engineer,Financial Services,Mass Customer,No,3,38,44 Darwin Lane,3149,VIC,Australia,10
4043,Neile,Argent,Female,79,1946-10-25,Engineer II,Retail,Mass Customer,No,8,76,2548 Arrowood Pass,2024,NSW,Australia,10
4044,Corinna,Suggey,Female,52,1966-09-18,Design Engineer,Financial Services,Affluent Customer,No,9,56,938 Ilene Road,2761,NSW,Australia,8
4045,Gipsy,Ewestace,Female,29,1956-08-30,Business Systems Development Analyst,Retail,High Net Worth,Yes,5,66,08708 Moulton Park,2034,NSW,Australia,12
4046,Sheena,Kybbye,Female,14,1956-07-16,Paralegal,Financial Services,Affluent Customer,Yes,19,66,306 Clemons Junction,4852,QLD,Australia,1
4047,Jobina,Gobourn,Female,85,1994-12-04,VP Quality Control,Financial Services,High Net Worth,Yes,14,28,18 Grim Road,4305,QLD,Australia,4
4048,Gale,Disbrow,Female,59,1977-05-14,Cost Accountant,Financial Services,Mass Customer,Yes,17,46,169 Bashford Drive,3741,VIC,Australia,7
4049,Thaxter,Kingsbury,Male,12,1950-05-03,Product Engineer,Argiculture,Mass Customer,No,20,73,3 Vermont Lane,2067,NSW,Australia,12
4050,Heinrick,Shilstone,Male,60,1978-02-11,Account Executive,Manufacturing,Affluent Customer,No,10,45,998 Gale Park,3174,VIC,Australia,8
4051,Taylor,Steuhlmeyer,Male,62,1999-03-22,Paralegal,Financial Services,Affluent Customer,Yes,5,24,64 Mcguire Trail,4017,QLD,Australia,8
4052,Griswold,Kelsall,Male,55,1993-12-19,Social Worker,Health,High Net Worth,Yes,11,29,74127 Blaine Point,3805,VIC,Australia,7
4053,Odessa,Mc Andrew,Female,97,1981-12-01,Nurse,Property,Mass Customer,No,8,41,31756 Meadow Valley Lane,2232,NSW,Australia,10
4054,Lavena,Seekings,Female,87,1995-03-25,Payment Adjustment Coordinator,Retail,Mass Customer,No,16,28,293 Mayfield Street,3166,VIC,Australia,10
4055,Martelle,Tuppeny,Female,52,1981-02-03,Marketing Assistant,Manufacturing,Mass Customer,No,9,42,261 Grayhawk Way,2226,NSW,Australia,10
4056,Briant,Ladley,Male,75,1979-12-17,Recruiter,Argiculture,Mass Customer,No,12,43,2 Schlimgen Terrace,2750,NSW,Australia,8
4057,Marylou,Kirkup,Female,51,1972-10-31,VP Product Management,IT,Mass Customer,No,14,50,76733 Sunbrook Terrace,3196,VIC,Australia,9
4058,Whittaker,Whittaker,Male,64,1966-07-29,Media Manager III,Retail,Mass Customer,Yes,8,56,683 Florence Way,3156,VIC,Australia,5
4059,Lorrie,Antonelli,Male,47,1983-02-11,Cost Accountant,Financial Services,High Net Worth,Yes,17,40,06936 Bobwhite Circle,2257,NSW,Australia,7
4060,Jedediah,Kedie,Male,31,1971-12-29,Developer I,Argiculture,Mass Customer,Yes,9,51,283 Acker Drive,2763,NSW,Australia,9
4061,Kaine,Smallcombe,Male,59,1942-02-06,Senior Financial Analyst,Financial Services,High Net Worth,No,11,81,9 Mosinee Parkway,2072,NSW,Australia,10
4062,Loise,Iltchev,Female,70,1967-03-18,Electrical Engineer,Manufacturing,High Net Worth,Yes,17,56,45 Becker Place,4504,QLD,Australia,6
4063,Cristen,Maroney,Female,22,1999-11-21,Accountant IV,IT,High Net Worth,Yes,7,23,27 Karstens Crossing,4214,QLD,Australia,7
4064,Dorothy,Barnardo,Female,58,1983-02-01,Human Resources Manager,Retail,High Net Worth,No,12,40,9630 Cottonwood Avenue,2168,NSW,Australia,8
4065,Rosmunda,Duxbarry,Female,69,1996-07-20,Executive Secretary,Property,Affluent Customer,Yes,5,26,989 Graedel Terrace,4208,QLD,Australia,11
4066,Rozamond,Riha,Female,54,1984-10-07,Account Representative I,Manufacturing,Affluent Customer,Yes,16,38,76 Bartelt Center,4078,QLD,Australia,7
4067,Gunner,Petti,Male,62,1999-06-08,Executive Secretary,Financial Services,High Net Worth,Yes,3,23,29778 Mendota Drive,4036,QLD,Australia,5
4068,Vivienne,Crayden,Female,82,1988-09-18,Associate Professor,IT,High Net Worth,Yes,6,34,69 Algoma Center,4173,QLD,Australia,7
4069,Sherilyn,Canero,Female,11,1996-08-03,Dental Hygienist,Health,High Net Worth,Yes,13,26,8288 Lyons Way,2484,NSW,Australia,7
4070,Bessie,Roscow,Female,78,1994-08-04,GIS Technical Architect,Financial Services,Mass Customer,No,9,28,4185 Florence Trail,2121,NSW,Australia,10
4071,Kevina,Ferandez,Female,73,1999-09-21,Assistant Professor,Financial Services,High Net Worth,No,15,23,9608 Heffernan Drive,4068,QLD,Australia,9
4072,Yancy,Clementet,Male,5,1968-02-16,Mechanical Systems Engineer,Telecommunications,High Net Worth,No,15,55,9 Union Center,2147,NSW,Australia,9
4073,Mabelle,Wellbelove,Female,76,1958-04-21,Assistant Professor,Financial Services,Affluent Customer,Yes,19,65,800 Emmet Park,2219,NSW,Australia,9
4074,Hasheem,Groucock,Male,98,1974-09-17,Budget/Accounting Analyst IV,Manufacturing,High Net Worth,Yes,10,48,12351 Spenser Pass,2034,NSW,Australia,12
4075,Tobias,Woodhams,Male,0,1961-04-15,Research Nurse,Health,Mass Customer,No,17,62,4 Valley Edge Plaza,2759,NSW,Australia,9
4076,Glennis,Flintoff,Female,36,1956-10-22,Speech Pathologist,Health,Affluent Customer,Yes,13,66,1601 Rutledge Lane,3030,VIC,Australia,7
4077,Chanda,Mensler,Female,15,1972-01-14,Computer Systems Analyst IV,Manufacturing,Mass Customer,Yes,13,51,0 Mockingbird Plaza,2212,NSW,Australia,10
4078,Katheryn,Kinner,Female,15,1973-11-28,Analyst Programmer,Entertainment,High Net Worth,No,6,49,1665 Kenwood Center,2518,NSW,Australia,6
4079,Sumner,Carrivick,Male,53,1995-04-09,Desktop Support Technician,Manufacturing,Mass Customer,No,15,28,5 4th Center,2097,NSW,Australia,12
4080,Valerie,Pickover,Female,34,1965-09-08,Editor,Financial Services,Mass Customer,No,9,57,92214 Spenser Road,2756,NSW,Australia,8
4081,Esther,Rooson,Female,14,1981-02-22,Editor,Financial Services,Mass Customer,No,5,42,5186 Main Trail,2046,NSW,Australia,9
4082,Gardie,Crellim,Male,58,1975-09-12,Biostatistician IV,Manufacturing,High Net Worth,No,8,47,564 Forest Dale Avenue,3161,VIC,Australia,12
4083,Sean,O'Loughlin,Male,48,1961-03-22,Database Administrator III,Manufacturing,High Net Worth,Yes,16,62,83 Old Gate Point,2576,NSW,Australia,10
4084,Pietra,Buckleigh,Female,9,1949-04-29,Engineer III,Financial Services,High Net Worth,No,13,74,387 Dixon Alley,2024,NSW,Australia,10
4085,Marysa,Rouchy,Female,8,1999-02-15,Assistant Media Planner,Entertainment,Affluent Customer,No,5,24,411 Twin Pines Way,2026,NSW,Australia,9
4086,Kahaleel,Kahaleel,Male,5,1942-11-01,GIS Technical Architect,Financial Services,High Net Worth,No,13,80,12 Arapahoe Park,2035,NSW,Australia,12
4087,Ossie,Midden,Male,49,1950-02-10,Physical Therapy Assistant,Manufacturing,Mass Customer,Yes,14,73,4915 Debra Center,2479,NSW,Australia,9
4088,Sid,Carlone,Male,24,1971-08-18,Structural Engineer,Health,Affluent Customer,No,16,51,76 Sunnyside Avenue,4670,QLD,Australia,2
4089,Ludovico,Juster,Male,93,1992-04-19,Environmental Specialist,Manufacturing,Affluent Customer,No,15,31,1 Talisman Avenue,2125,NSW,Australia,10
4090,Patricia,Everix,Female,34,1978-02-19,Director of Sales,Health,Mass Customer,No,19,45,91164 Washington Terrace,2263,NSW,Australia,7
4091,Andromache,Bonafacino,Female,84,1977-09-01,Human Resources Manager,Retail,Mass Customer,No,11,45,74 Carpenter Street,2015,NSW,Australia,9
4092,Levy,Abramamov,Male,94,1952-09-21,Teacher,Health,Affluent Customer,Yes,14,70,6776 Anderson Center,4037,QLD,Australia,8
4093,Jehu,Prestedge,Male,91,1999-10-20,Physical Therapy Assistant,Manufacturing,High Net Worth,Yes,8,23,88 Annamark Avenue,2138,NSW,Australia,12
4094,Symon,Mawne,Male,18,1943-02-08,Human Resources Assistant IV,Property,Mass Customer,Yes,15,80,37439 High Crossing Circle,3350,VIC,Australia,4
4095,Karlik,Penchen,Male,60,1994-10-31,Nurse Practicioner,Retail,Mass Customer,No,11,28,5 Nevada Point,4017,QLD,Australia,6
4096,Bengt,Bilson,Male,26,1972-11-02,Structural Engineer,Manufacturing,High Net Worth,No,11,50,67 Grayhawk Circle,2232,NSW,Australia,10
4097,Evangelin,Boc,Female,30,2000-05-09,Structural Analysis Engineer,Manufacturing,High Net Worth,Yes,14,23,0 Meadow Ridge Street,3173,VIC,Australia,8
4098,Hanny,Treven,Female,84,1991-01-22,Associate Professor,Retail,Mass Customer,No,3,32,5 Quincy Street,4118,QLD,Australia,4
4099,Gina,Mallon,Female,56,1994-02-11,Dental Hygienist,Health,Mass Customer,No,12,29,13025 Johnson Plaza,4670,QLD,Australia,2
4100,Reynold,Elman,Male,19,1940-01-18,Marketing Manager,Manufacturing,Mass Customer,No,9,83,966 Sunnyside Center,2390,NSW,Australia,2
4101,Flossy,Concannon,Female,64,1980-10-20,Staff Accountant IV,Financial Services,Affluent Customer,No,8,42,802 Mallory Park,3919,VIC,Australia,2
4102,Cristen,Wiltshire,Female,59,1961-10-20,VP Sales,Financial Services,High Net Worth,Yes,15,61,93 Judy Drive,3047,VIC,Australia,6
4103,Griffith,Escot,Male,50,1946-10-23,Accountant III,IT,Mass Customer,Yes,16,76,94 Manitowish Court,4116,QLD,Australia,3
4104,Jamie,Jiruca,Female,21,1963-06-16,Recruiting Manager,Argiculture,Mass Customer,No,18,59,5013 Erie Crossing,2230,NSW,Australia,9
4105,Lyon,Brittan,Male,14,1972-04-23,Sales Representative,Retail,High Net Worth,No,19,51,540 Sachs Road,3153,VIC,Australia,8
4106,Aridatha,Sephton,Female,95,1961-10-22,Human Resources Assistant II,Retail,Mass Customer,No,5,61,422 Forster Circle,2340,NSW,Australia,1
4107,Michal,Bryan,Female,1,1969-11-09,Marketing Manager,Manufacturing,Mass Customer,Yes,16,53,4275 Bluestem Pass,4000,QLD,Australia,8
4108,Franciska,Stigell,Female,95,1968-11-15,Food Chemist,Health,Mass Customer,Yes,7,54,6 Anderson Junction,3802,VIC,Australia,7
4109,Jordan,Clampe,Male,37,1939-12-09,Staff Scientist,Financial Services,Mass Customer,Yes,11,83,276 Westend Road,4207,QLD,Australia,5
4110,David,Napoleon,Male,72,1961-11-05,Structural Engineer,Manufacturing,High Net Worth,No,14,61,69 Garrison Point,2223,NSW,Australia,11
4111,Meriel,Tapp,Female,0,1995-08-13,VP Sales,IT,Mass Customer,No,5,27,65 Milwaukee Hill,3280,VIC,Australia,2
4112,Dolley,Starmont,Female,53,1977-11-08,Geologist IV,Manufacturing,Affluent Customer,No,18,45,4252 Dovetail Pass,4129,QLD,Australia,6
4113,Frederik,Milan,Male,45,1997-11-13,Food Chemist,Health,Mass Customer,No,5,25,56 Riverside Street,2546,NSW,Australia,5
4114,Rollo,Louedey,Male,64,1946-07-09,Information Systems Manager,Telecommunications,Affluent Customer,Yes,17,76,7 Cascade Park,2089,NSW,Australia,9
4115,Jerrine,Cosbey,Female,21,1978-01-11,Junior Executive,Financial Services,High Net Worth,Yes,6,45,29307 Russell Avenue,3094,VIC,Australia,9
4116,Roddy,Rubinshtein,Male,37,1987-10-08,Nurse Practicioner,Retail,Mass Customer,Yes,4,35,3 Mcguire Crossing,4510,QLD,Australia,7
4117,Viki,Coutts,Female,2,1952-12-14,Automation Specialist II,Property,Mass Customer,Yes,7,70,6 Golf View Alley,2287,NSW,Australia,4
4118,Ashby,Bispham,Male,71,1981-10-29,Software Consultant,Retail,Affluent Customer,No,4,41,83716 Russell Lane,2145,NSW,Australia,8
4119,Alexander,Broadbent,Male,57,1997-05-28,Desktop Support Technician,Manufacturing,Mass Customer,No,9,25,265 Stephen Trail,2209,NSW,Australia,10
4120,Teddy,Lagadu,Female,86,1969-07-20,Design Engineer,Financial Services,High Net Worth,No,6,53,2 Charing Cross Trail,2759,NSW,Australia,8
4121,Peria,Rantoull,Female,3,1975-03-13,Financial Analyst,Financial Services,Mass Customer,No,4,48,8350 Moulton Terrace,4500,QLD,Australia,4
4122,Ludvig,Andren,Male,44,1941-02-22,Media Manager III,Retail,High Net Worth,Yes,15,82,578 Waywood Circle,4306,QLD,Australia,5
4123,Elsworth,Abbitt,Male,71,1956-02-08,Food Chemist,Health,Mass Customer,Yes,6,67,9722 Northport Way,3500,VIC,Australia,3
4124,Rebeca,Aggas,Female,66,1953-02-27,Social Worker,Health,Affluent Customer,No,21,70,7026 Katie Lane,3818,VIC,Australia,1
4125,Ricki,Dobrowski,Male,13,1975-03-10,Civil Engineer,Manufacturing,Mass Customer,Yes,9,48,8 Eggendart Pass,2835,NSW,Australia,1
4126,Georgetta,Lovett,Female,42,1940-02-02,Editor,Retail,Mass Customer,No,12,83,1 Bluejay Place,4405,QLD,Australia,1
4127,Bambi,Cogger,Female,51,1990-07-12,Design Engineer,Retail,Affluent Customer,Yes,5,32,28970 Monument Lane,2560,NSW,Australia,7
4128,Aurie,Rhead,Female,78,1962-07-28,Geological Engineer,Manufacturing,Affluent Customer,Yes,5,60,235 Mendota Court,2650,NSW,Australia,2
4129,Farris,Skettles,Male,38,1965-07-03,Payment Adjustment Coordinator,Retail,Mass Customer,Yes,13,57,49309 Redwing Lane,3240,VIC,Australia,7
4130,Nowell,Preddy,Male,29,1985-07-23,Geological Engineer,Manufacturing,Mass Customer,No,9,37,932 Glendale Avenue,2173,NSW,Australia,9
4131,Lacy,Drance,Female,27,1978-02-05,Graphic Designer,Manufacturing,Affluent Customer,Yes,14,45,492 Waywood Lane,2750,NSW,Australia,8
4132,Malorie,Votier,Female,90,1990-05-29,Graphic Designer,Manufacturing,Affluent Customer,No,4,32,6160 Weeping Birch Hill,4509,QLD,Australia,5
4133,Shepperd,Ricards,Male,28,1967-09-27,Social Worker,Health,Mass Customer,Yes,16,55,7 Oakridge Lane,2284,NSW,Australia,4
4134,Daryl,Pauncefort,Female,12,1979-06-18,Community Outreach Specialist,Financial Services,Mass Customer,Yes,12,43,0 Dexter Parkway,2380,NSW,Australia,3
4135,Norina,Blakeway,Female,60,1980-02-11,Programmer Analyst II,Property,Mass Customer,Yes,3,43,75813 Lawn Lane,3081,VIC,Australia,8
4136,My,Chaston,Male,92,1966-07-16,Desktop Support Technician,Manufacturing,Affluent Customer,Yes,16,56,74613 Northport Park,3765,VIC,Australia,9
4137,Isak,Bergstram,Male,14,2001-03-08,Pharmacist,Health,Affluent Customer,Yes,15,22,68 Karstens Pass,2176,NSW,Australia,9
4138,Grannie,Cracker,Male,28,1949-03-06,VP Marketing,Retail,Mass Customer,Yes,20,74,87254 Hermina Pass,4217,QLD,Australia,8
4139,Welby,Lourenco,Male,6,1975-12-27,Senior Cost Accountant,Financial Services,High Net Worth,Yes,17,47,801 Atwood Alley,2138,NSW,Australia,9
4140,Glenn,Casbourne,Female,4,1981-08-08,Senior Editor,Manufacturing,Mass Customer,No,6,41,2 Morrow Alley,4207,QLD,Australia,1
4141,Nadiya,Balasini,Female,40,1950-11-05,Sales Associate,Financial Services,Mass Customer,No,15,72,92934 Mallory Trail,2164,NSW,Australia,9
4142,Tyne,Coate,Female,82,1965-07-15,Developer II,Manufacturing,Mass Customer,No,17,57,90820 Thackeray Street,2218,NSW,Australia,8
